real_profitability,order_sum,indicator_1,indicator_2
-17.902390431903548,17,12,43
-17.267504328269638,16,12,44
-16.2714194918743,15,12,45
-15.280666658813667,14,12,46
-13.994850237730079,13,12,47
-13.3170183281891,12,12,48
-12.505218779607844,11,12,49
-11.23530694960892,10,12,50
-9.755336684124806,9,12,51
-8.326608287414704,8,12,52
-7.1230205702881415,7,12,53
-5.985845781868845,6,12,54
-4.288399152231965,5,12,55
-3.236362797490105,4,12,56
-2.3336706833961514,3,12,57
-1.5727364111430115,2,12,58
-0.8091237236329315,1,12,59
-0.9055412749156938,3,13,14
-1.6236240797876522,3,13,15
-2.0080722795263304,3,13,16
-1.849788511503226,2,13,17
-1.7643606650304862,2,13,18
-1.09347914632937,2,13,19
-1.6166875377265004,2,13,20
-1.8074687615307465,2,13,21
-11.383952728556242,15,13,22
-11.120939870051718,15,13,23
-10.878455791163876,15,13,24
-15.673291658813666,15,13,25
-15.559661443998449,15,13,26
-14.40914387402715,14,13,27
-14.675799454269645,14,13,28
-15.360959882488858,14,13,29
-15.275670317667638,14,13,30
-15.045724940978163,14,13,31
-14.873909136768022,14,13,32
-14.919736806272342,14,13,33
-13.882397155388693,14,13,34
-14.352161625690853,14,13,35
-14.183814780444463,14,13,36
-14.708923103748445,14,13,37
-15.968676607731036,15,13,38
-14.944872437243758,15,13,39
-15.926292681583758,15,13,40
-16.183358772907624,15,13,41
-18.708838186780735,18,13,42
-17.902390431903548,17,13,43
-17.267504328269638,16,13,44
-16.2714194918743,15,13,45
-15.280666658813667,14,13,46
-13.994850237730079,13,13,47
-13.3170183281891,12,13,48
-12.505218779607844,11,13,49
-11.23530694960892,10,13,50
-9.755336684124806,9,13,51
-8.326608287414704,8,13,52
-7.1230205702881415,7,13,53
-5.985845781868845,6,13,54
-4.288399152231965,5,13,55
-3.236362797490105,4,13,56
-2.3336706833961514,3,13,57
-1.5727364111430115,2,13,58
-0.8091237236329315,1,13,59
-1.6071410429679338,4,14,15
-2.209527393123413,3,14,16
-1.948635695955899,3,14,17
-1.1532591255010138,2,14,18
-1.09347914632937,2,14,19
-1.0064554849512577,2,14,20
-10.427070519229325,14,14,21
-10.464505243665625,14,14,22
-10.201492385161101,14,14,23
-9.961682532084884,14,14,24
-14.387475237730078,14,14,25
-14.273845022914857,14,14,26
-14.40914387402715,14,14,27
-14.675799454269645,14,14,28
-14.683127972947881,13,14,29
-14.59783840812666,13,14,30
-14.367893031437182,13,14,31
-14.196077227227045,13,14,32
-14.241904896731365,13,14,33
-13.204565245847716,13,14,34
-13.674329716149876,13,14,35
-13.505982870903486,13,14,36
-14.031091194207468,13,14,37
-14.682860186647444,14,14,38
-14.944872437243758,15,14,39
-15.926292681583758,15,14,40
-16.183358772907624,15,14,41
-18.708838186780735,18,14,42
-17.902390431903548,17,14,43
-17.267504328269638,16,14,44
-16.2714194918743,15,14,45
-15.280666658813667,14,14,46
-13.994850237730079,13,14,47
-13.3170183281891,12,14,48
-12.505218779607844,11,14,49
-11.23530694960892,10,14,50
-9.755336684124806,9,14,51
-8.326608287414704,8,14,52
-7.1230205702881415,7,14,53
-5.985845781868845,6,14,54
-4.288399152231965,5,14,55
-3.236362797490105,4,14,56
-2.3336706833961514,3,14,57
-1.5727364111430115,2,14,58
-0.8091237236329315,1,14,59
-1.8397965801385399,4,15,16
-2.158668205951556,4,15,17
-2.207894826673914,4,15,18
-1.5240208266700543,3,15,19
-1.1409183632400106,2,15,20
-10.117855087113952,13,15,21
-10.155289811550253,13,15,22
-9.892276953045728,13,15,23
-9.655157731191595,13,15,24
-13.7096433281891,13,15,25
-13.59601311337388,13,15,26
-13.731311964486169,13,15,27
-13.997967544728668,13,15,28
-14.683127972947881,13,15,29
-14.59783840812666,13,15,30
-14.367893031437182,13,15,31
-13.38427767864579,12,15,32
-13.430105348150109,12,15,33
-12.39276569726646,12,15,34
-12.86253016756862,12,15,35
-12.69418332232223,12,15,36
-13.219291645626212,12,15,37
-14.095920842619163,13,15,38
-12.981224106619193,13,15,39
-15.926292681583758,15,15,40
-19.611530300874684,19,15,41
-18.708838186780735,18,15,42
-17.902390431903548,17,15,43
-17.267504328269638,16,15,44
-16.2714194918743,15,15,45
-15.280666658813667,14,15,46
-13.994850237730079,13,15,47
-13.3170183281891,12,15,48
-12.505218779607844,11,15,49
-11.23530694960892,10,15,50
-9.755336684124806,9,15,51
-8.326608287414704,8,15,52
-7.1230205702881415,7,15,53
-5.985845781868845,6,15,54
-4.288399152231965,5,15,55
-3.236362797490105,4,15,56
-2.3336706833961514,3,15,57
-1.5727364111430115,2,15,58
-0.8091237236329315,1,15,59
-2.2933226731466534,4,16,17
-2.207894826673914,4,16,18
-2.549762427790643,4,16,19
-1.8668350201143626,3,16,20
-9.940287644812106,13,16,21
-9.711611501146127,12,16,22
-9.4485986426416,12,16,23
-9.214166437124526,12,16,24
-13.7096433281891,13,16,25
-13.59601311337388,13,16,26
-12.919512415904915,12,16,27
-13.186167996147413,12,16,28
-13.871328424366625,12,16,29
-13.786038859545405,12,16,30
-13.556093482855928,12,16,31
-13.38427767864579,12,16,32
-13.430105348150109,12,16,33
-12.39276569726646,12,16,34
-12.86253016756862,12,16,35
-12.69418332232223,12,16,36
-13.219291645626212,12,16,37
-13.193228728525211,12,16,38
-12.169424558037937,12,16,39
-20.25715632364478,20,16,40
-19.611530300874684,19,16,41
-18.708838186780735,18,16,42
-17.902390431903548,17,16,43
-17.267504328269638,16,16,44
-16.2714194918743,15,16,45
-15.280666658813667,14,16,46
-13.994850237730079,13,16,47
-13.3170183281891,12,16,48
-12.505218779607844,11,16,49
-11.23530694960892,10,16,50
-9.755336684124806,9,16,51
-8.326608287414704,8,16,52
-7.1230205702881415,7,16,53
-5.985845781868845,6,16,54
-4.288399152231965,5,16,55
-3.236362797490105,4,16,56
-2.3336706833961514,3,16,57
-1.5727364111430115,2,16,58
-0.8091237236329315,1,16,59
-2.437101189779015,4,17,18
-2.8635406669602412,4,17,19
-2.7458939191523073,4,17,20
-9.036803545635907,12,17,21
-9.436772249093435,12,17,22
-9.16840767639461,12,17,23
-9.214166437124526,12,17,24
-12.897843779607845,12,17,25
-12.784213564792624,12,17,26
-12.919512415904915,12,17,27
-13.186167996147413,12,17,28
-13.871328424366625,12,17,29
-13.786038859545405,12,17,30
-12.286181652857005,11,17,31
-12.114365848646866,11,17,32
-12.160193518151186,11,17,33
-11.122853867267537,11,17,34
-11.592618337569697,11,17,35
-11.424271492323307,11,17,36
-12.945464652022622,12,17,37
-12.558203002160198,12,17,38
-10.899512728039014,11,17,39
-20.25715632364478,20,17,40
-19.611530300874684,19,17,41
-18.708838186780735,18,17,42
-17.902390431903548,17,17,43
-17.267504328269638,16,17,44
-16.2714194918743,15,17,45
-15.280666658813667,14,17,46
-13.994850237730079,13,17,47
-13.3170183281891,12,17,48
-12.505218779607844,11,17,49
-11.23530694960892,10,17,50
-9.755336684124806,9,17,51
-8.326608287414704,8,17,52
-7.1230205702881415,7,17,53
-5.985845781868845,6,17,54
-4.288399152231965,5,17,55
-3.236362797490105,4,17,56
-2.3336706833961514,3,17,57
-1.5727364111430115,2,17,58
-0.8091237236329315,1,17,59
-3.350037197066188,5,18,19
-3.0025565488493613,4,18,20
-3.5558717516748337,4,18,21
-8.322453189724502,11,18,22
-8.054088617025677,11,18,23
-8.93396793825484,12,18,24
-14.183660200691433,13,18,25
-12.784213564792624,12,18,26
-12.919512415904915,12,18,27
-13.186167996147413,12,18,28
-12.601416594367702,11,18,29
-12.516127029546482,11,18,30
-12.286181652857005,11,18,31
-12.114365848646866,11,18,32
-12.160193518151186,11,18,33
-11.122853867267537,11,18,34
-10.112648072085582,10,18,35
-11.424271492323307,11,18,36
-12.945464652022622,12,18,37
-11.923316898526288,11,18,38
-9.419542462554897,10,18,39
-11.88093297237901,11,18,40
-19.611530300874684,19,18,41
-18.708838186780735,18,18,42
-17.902390431903548,17,18,43
-17.267504328269638,16,18,44
-16.2714194918743,15,18,45
-15.280666658813667,14,18,46
-13.994850237730079,13,18,47
-13.3170183281891,12,18,48
-12.505218779607844,11,18,49
-11.23530694960892,10,18,50
-9.755336684124806,9,18,51
-8.326608287414704,8,18,52
-7.1230205702881415,7,18,53
-5.985845781868845,6,18,54
-4.288399152231965,5,18,55
-3.236362797490105,4,18,56
-2.3336706833961514,3,18,57
-1.5727364111430115,2,18,58
-0.8091237236329315,1,18,59
-3.0025565488493613,4,19,20
-2.4671008057888386,4,19,21
-8.322453189724502,11,19,22
-8.054088617025677,11,19,23
-7.822317865791858,11,19,24
-15.673291658813666,15,19,25
-15.559661443998449,15,19,26
-15.694960295110738,15,19,27
-13.186167996147413,12,19,28
-12.601416594367702,11,19,29
-12.516127029546482,11,19,30
-12.286181652857005,11,19,31
-12.114365848646866,11,19,32
-10.680223252667071,10,19,33
-9.64288360178342,10,19,34
-10.112648072085582,10,19,35
-9.944301226839192,10,19,36
-11.460162383203807,11,19,37
-11.078232736676082,11,19,38
-9.419542462554897,10,19,39
-11.88093297237901,11,19,40
-19.611530300874684,19,19,41
-18.708838186780735,18,19,42
-17.902390431903548,17,19,43
-17.267504328269638,16,19,44
-16.2714194918743,15,19,45
-15.280666658813667,14,19,46
-13.994850237730079,13,19,47
-13.3170183281891,12,19,48
-12.505218779607844,11,19,49
-11.23530694960892,10,19,50
-9.755336684124806,9,19,51
-8.326608287414704,8,19,52
-7.1230205702881415,7,19,53
-5.985845781868845,6,19,54
-4.288399152231965,5,19,55
-3.236362797490105,4,19,56
-2.3336706833961514,3,19,57
-1.5727364111430115,2,19,58
-0.8091237236329315,1,19,59
-2.4671008057888386,4,20,21
-8.674412863490977,12,20,22
-6.991200852659091,10,20,23
-7.058262784746402,10,20,24
-15.673291658813666,15,20,25
-15.559661443998449,15,20,26
-14.40914387402715,14,20,27
-14.675799454269645,14,20,28
-14.683127972947881,13,20,29
-13.786038859545405,12,20,30
-12.286181652857005,11,20,31
-12.114365848646866,11,20,32
-10.680223252667071,10,20,33
-9.64288360178342,10,20,34
-10.112648072085582,10,20,35
-9.944301226839192,10,20,36
-10.469409550143174,10,20,37
-11.439431469437505,11,20,38
-9.419542462554897,10,20,39
-10.400962706894896,10,20,40
-19.611530300874684,19,20,41
-18.708838186780735,18,20,42
-17.902390431903548,17,20,43
-17.267504328269638,16,20,44
-16.2714194918743,15,20,45
-15.280666658813667,14,20,46
-13.994850237730079,13,20,47
-13.3170183281891,12,20,48
-12.505218779607844,11,20,49
-11.23530694960892,10,20,50
-9.755336684124806,9,20,51
-8.326608287414704,8,20,52
-7.1230205702881415,7,20,53
-5.985845781868845,6,20,54
-4.288399152231965,5,20,55
-3.236362797490105,4,20,56
-2.3336706833961514,3,20,57
-1.5727364111430115,2,20,58
-0.8091237236329315,1,20,59
